zip,donations,total,NAME,variable,estimate,moe,per_capita
20827,174,2008.82,NA,NA,NA,NA,NA
20830,20,467.1,NA,NA,NA,NA,NA
20832,3362,114980.55000000096,ZCTA5 20832,population,25488,1217,4511.164077212844
20833,963,30259.05999999992,ZCTA5 20833,population,7949,1026,3806.6498930683006
20837,3241,57977.12000000006,ZCTA5 20837,population,6651,315,8717.053074725614
20838,24,941.08,ZCTA5 20838,population,368,162,2557.2826086956525
20839,18,512.8499999999999,ZCTA5 20839,population,161,103,3185.403726708074
20841,744,21229.879999999983,ZCTA5 20841,population,9312,1013,2279.8410652920943
20842,136,10108.009999999997,ZCTA5 20842,population,1927,340,5245.464452516864
20849,62,737.24,NA,NA,NA,NA,NA
20850,5886,203583.64000000097,ZCTA5 20850,population,51072,1675,3986.2084899749566
20851,719,18287.63,ZCTA5 20851,population,14659,1086,1247.5359847192851
20852,4380,157263.340000001,ZCTA5 20852,population,48379,2333,3250.6529692635436
20853,2626,124813.38000000051,ZCTA5 20853,population,31794,2511,3925.68975278356
20854,12131,944799.1799999998,ZCTA5 20854,population,49320,2280,19156.512165450116
20855,2795,92437.87000000042,ZCTA5 20855,population,16558,1460,5582.6712163305
20857,2,50,NA,NA,NA,NA,NA
20859,988,20682.46999999992,NA,NA,NA,NA,NA
20860,292,14416.610000000002,ZCTA5 20860,population,2279,525,6325.849056603774
20861,257,11465.850000000008,ZCTA5 20861,population,3031,869,3782.86044209832
20862,70,3784.6399999999976,ZCTA5 20862,population,268,132,14121.79104477611
20866,1219,25807.389999999996,ZCTA5 20866,population,16680,1762,1547.2056354916065
20868,122,2218.01,ZCTA5 20868,population,630,327,3520.6507936507937
20871,4612,80923.96000000063,ZCTA5 20871,population,27420,1984,2951.274981765158
20872,1755,39932.7499999999,ZCTA5 20872,population,12932,953,3087.902103309612
20874,4528,132768.29000000193,ZCTA5 20874,population,61922,2470,2144.1214754045723
20875,139,4183.309999999999,NA,NA,NA,NA,NA
20876,3321,59598.96000000026,ZCTA5 20876,population,26572,2086,2242.9233779918814
20877,4482,135030.5500000012,ZCTA5 20877,population,38524,1975,3505.1020143287615
20878,6764,261582.07000000097,ZCTA5 20878,population,65954,1713,3966.128968675152
20879,1423,46258.66000000008,ZCTA5 20879,population,27489,1961,1682.8062133944518
20880,2579,3529.360000000013,ZCTA5 20880,population,604,164,5843.311258278167
20882,2077,55039.370000000104,ZCTA5 20882,population,13962,1090,3942.0835123907823
20883,8,379.61,NA,NA,NA,NA,NA
20884,1,1,NA,NA,NA,NA,NA
20885,26,173.35,NA,NA,NA,NA,NA
20886,2666,44448.79999999998,ZCTA5 20886,population,34692,2228,1281.2406318459582
20888,51,227.00000000000003,NA,NA,NA,NA,NA
20889,3,2,ZCTA5 20889,population,158,23,12.658227848101266
20895,1821,84943.84000000029,ZCTA5 20895,population,19273,1272,4407.401027343967
20896,54,6205.740000000002,ZCTA5 20896,population,840,120,7387.785714285716
20901,1373,39357.02999999992,ZCTA5 20901,population,37207,2224,1057.7856317359615
20902,2665,111594.10000000116,ZCTA5 20902,population,53308,2181,2093.3837322728514
20903,587,24608.239999999972,ZCTA5 20903,population,25324,2283,971.735902700994
20904,3751,162519.77000000112,ZCTA5 20904,population,56532,2478,2874.8278850916495
20905,1413,51927.54000000004,ZCTA5 20905,population,17451,1768,2975.6197352587265
20906,5229,113328.51000000157,ZCTA5 20906,population,71560,2542,1583.6851593068973
20907,40,632.9200000000002,NA,NA,NA,NA,NA
20908,1,20.24,NA,NA,NA,NA,NA
20910,4974,124519.65000000046,ZCTA5 20910,population,45072,1708,2762.683040468594
20912,343,14698.359999999995,ZCTA5 20912,population,25823,1428,569.196452774658
20913,1,52.05,NA,NA,NA,NA,NA
20914,1,100,NA,NA,NA,NA,NA
20915,2,10.42,NA,NA,NA,NA,NA
20916,2,10,NA,NA,NA,NA,NA
20918,1,1,NA,NA,NA,NA,NA
20938,1,250,NA,NA,NA,NA,NA
21001,1059,32703.409999999927,ZCTA5 21001,population,25908,1040,1262.2900262467163
21005,51,1740.7099999999998,ZCTA5 21005,population,2703,540,643.9918608953014
21009,5140,66653.2000000004,ZCTA5 21009,population,32565,2153,2046.7741440196655
21010,4,76,ZCTA5 21010,population,216,265,351.85185185185185
21011,6,194,NA,NA,NA,NA,NA
21012,3137,92377.88000000056,ZCTA5 21012,population,23144,1689,3991.4396819910367
21013,1870,51311.059999999954,ZCTA5 21013,population,5382,1023,9533.827573392782
21014,7659,148802.47000000265,ZCTA5 21014,population,37097,1207,4011.1726015581494
21015,4943,124358.7200000016,ZCTA5 21015,population,30485,1828,4079.341315401069
21017,616,9860.279999999992,ZCTA5 21017,population,6177,657,1596.2894609033497
21020,2,73.93,NA,NA,NA,NA,NA
21022,6,353.2,NA,NA,NA,NA,NA
21023,18,1727.7,ZCTA5 21023,population,68,62,25407.35294117647
21028,651,12705.77,ZCTA5 21028,population,2974,395,4272.283120376597
21029,996,55820.07999999995,ZCTA5 21029,population,13817,1531,4039.9565752334042
21030,2511,108375.52000000064,ZCTA5 21030,population,25133,1745,4312.080531572063
21031,3,121.07,ZCTA5 21031,population,26,42,4656.538461538461
21032,2557,106763.8800000004,ZCTA5 21032,population,8040,1015,13279.089552238855
21034,196,4830.949999999999,ZCTA5 21034,population,2958,452,1633.181203515889
21035,1619,105207.05000000032,ZCTA5 21035,population,8360,859,12584.575358851715
21036,128,7781.639999999995,ZCTA5 21036,population,2145,385,3627.8041958041936
21037,2560,132253.67000000077,ZCTA5 21037,population,21060,1490,6279.851377018081
21040,1925,35919.79999999996,ZCTA5 21040,population,25110,1503,1430.4978096375928
21041,24,1808.51,NA,NA,NA,NA,NA
21042,5156,197983.37000000064,ZCTA5 21042,population,42528,1902,4655.3651711813545
21043,6185,122321.36000000112,ZCTA5 21043,population,47309,2147,2585.583292819572
21044,2871,89628.98000000049,ZCTA5 21044,population,45100,2073,1987.3388026607647
21045,2114,65944.75000000004,ZCTA5 21045,population,40980,1625,1609.1935090287957
21046,1732,41757.79999999992,ZCTA5 21046,population,15894,943,2627.2681515037075
21047,1600,55999.08000000003,ZCTA5 21047,population,13419,1285,4173.118712273644
21048,1342,54494.54000000002,ZCTA5 21048,population,9759,1013,5584.029101342353
21050,2703,80880.23000000008,ZCTA5 21050,population,18076,1132,4474.45397211773
21051,23,1247.9199999999998,ZCTA5 21051,population,113,95,11043.539823008849
21052,33,576.63,ZCTA5 21052,population,438,259,1316.5068493150684
21053,1337,18719.859999999982,ZCTA5 21053,population,3051,680,6135.647328744669
21054,1243,55027.50999999999,ZCTA5 21054,population,15687,2248,3507.841524829476
21056,146,61699,ZCTA5 21056,population,318,225,194022.01257861633
21057,803,30587.21999999996,ZCTA5 21057,population,4530,760,6752.14569536423
21060,2913,77188.22000000016,ZCTA5 21060,population,38418,1871,2009.1680982872654
21061,4334,94884.25000000096,ZCTA5 21061,population,55172,2745,1719.7899296744902
21071,73,2712.2000000000007,ZCTA5 21071,population,526,276,5156.273764258556
21074,1937,41324.14,ZCTA5 21074,population,15146,1206,2728.3863726396407
21075,1098,38737.78999999992,ZCTA5 21075,population,36176,2498,1070.81462848297
21076,1184,37133.1999999999,ZCTA5 21076,population,22041,1730,1684.732997595386
21077,3,86.21000000000001,ZCTA5 21077,population,105,110,821.0476190476192
21078,3100,79610.61000000061,ZCTA5 21078,population,19820,684,4016.6806256307073
21082,236,4434.750000000003,ZCTA5 21082,population,694,258,6390.129682997122
21084,1880,31766.83999999992,ZCTA5 21084,population,7366,989,4312.63100733097
21085,2769,60720.31000000001,ZCTA5 21085,population,16590,1310,3660.0548523206758
21087,2194,51768.68000000009,ZCTA5 21087,population,5597,525,9249.362158299105
21088,5,207.86,NA,NA,NA,NA,NA
21090,912,24629.47999999995,ZCTA5 21090,population,10346,1099,2380.5799342741107
21092,1,48.93,NA,NA,NA,NA,NA
21093,9103,260605.55000000255,ZCTA5 21093,population,38961,1886,6688.8824722158715
21094,15,371.92,NA,NA,NA,NA,NA
21102,1820,33108.76999999995,ZCTA5 21102,population,12024,959,2753.55705256154
21104,1121,24535.42999999998,ZCTA5 21104,population,6077,966,4037.42471614283
21106,2,73.93,NA,NA,NA,NA,NA
21108,2665,93759.31000000042,ZCTA5 21108,population,18046,1493,5195.572980161832
21111,900,31044.06999999993,ZCTA5 21111,population,4838,659,6416.715584952445
21113,2621,93812.13000000056,ZCTA5 21113,population,36495,2114,2570.547472256489
21114,5108,183088.8100000013,ZCTA5 21114,population,25126,1537,7286.826792963516
21117,3482,100675.68000000092,ZCTA5 21117,population,58516,2594,1720.4812359013079
21120,1165,36591.729999999945,ZCTA5 21120,population,7319,822,4999.553217652677
21122,9814,198584.7000000016,ZCTA5 21122,population,61444,2461,3231.9624373413453
21123,23,811.1700000000001,NA,NA,NA,NA,NA
21128,1706,38107.33999999993,ZCTA5 21128,population,15934,1436,2391.5739927199656
21130,5,202,ZCTA5 21130,population,21,24,9619.047619047618
21131,986,53588.45,ZCTA5 21131,population,7722,710,6939.711214711214
21132,1935,26892.71999999997,ZCTA5 21132,population,3110,547,8647.17684887459
21133,853,11557.72999999996,ZCTA5 21133,population,32070,1892,360.390707826628
21136,5753,117010.2300000019,ZCTA5 21136,population,35038,1566,3339.5236600263115
21139,72,2126.1,NA,NA,NA,NA,NA
21140,372,14685.769999999997,ZCTA5 21140,population,4255,790,3451.414806110458
21144,4088,93118.1200000007,ZCTA5 21144,population,37041,2081,2513.920250533212
21146,4267,170297.64000000138,ZCTA5 21146,population,29710,1689,5731.997307303985
21150,2,260,NA,NA,NA,NA,NA
21152,506,25937.42999999998,ZCTA5 21152,population,6517,978,3979.964707687583
21153,84,9404.070000000003,ZCTA5 21153,population,676,204,13911.34615384616
21154,1432,32637.779999999988,ZCTA5 21154,population,7059,963,4623.56991075223
21155,225,8949.849999999999,ZCTA5 21155,population,3063,660,2921.9229513548808
21156,38,1853.68,ZCTA5 21156,population,362,247,5120.6629834254145
21157,4538,133764.6600000017,ZCTA5 21157,population,39816,1944,3359.570524412339
21158,2036,62736.160000000025,ZCTA5 21158,population,23011,1135,2726.3552214158453
21160,432,7897.949999999998,ZCTA5 21160,population,2716,756,2907.934462444771
21161,855,25529.959999999937,ZCTA5 21161,population,5625,877,4538.659555555545
21162,327,8861.850000000008,ZCTA5 21162,population,4322,618,2050.4049051365128
21163,2253,31190.8699999999,ZCTA5 21163,population,7222,767,4318.868734422585
21164,1,100,NA,NA,NA,NA,NA
21201,1094,21142.500000000044,ZCTA5 21201,population,18305,1566,1155.0122917235751
21202,492,22378.09999999997,ZCTA5 21202,population,20115,1216,1112.5080785483453
21203,13,4779.48,NA,NA,NA,NA,NA
21204,8428,189115.3200000032,ZCTA5 21204,population,20188,1071,9367.709530414268
21205,80,3283.3199999999997,ZCTA5 21205,population,14684,1763,223.59847453010076
21206,814,20841.259999999973,ZCTA5 21206,population,51020,2346,408.49196393571094
21207,511,14736.519999999984,ZCTA5 21207,population,51765,2665,284.6811552207087
21208,3218,69404.8800000002,ZCTA5 21208,population,37319,1885,1859.7733058227764
21209,1197,39362.56999999995,ZCTA5 21209,population,29960,2204,1313.8374499332426
21210,586,22138.40999999998,ZCTA5 21210,population,15005,893,1475.4021992669097
21211,373,14625.330000000002,ZCTA5 21211,population,15935,805,917.811735174145
21212,1784,57711.109999999935,ZCTA5 21212,population,33861,1974,1704.3533859011823
21213,222,5964.939999999996,ZCTA5 21213,population,28862,1842,206.6710553669183
21214,930,10893.830000000007,ZCTA5 21214,population,21510,1718,506.454207345421
21215,1294,21237.409999999996,ZCTA5 21215,population,53674,2752,395.67406938182353
21216,38,780.86,ZCTA5 21216,population,28385,2344,27.5096001409195
21217,524,7613.850000000001,ZCTA5 21217,population,31634,1810,240.68565467534935
21218,1068,22943.169999999973,ZCTA5 21218,population,46548,1868,492.8927128985128
21219,1407,24274.23999999998,ZCTA5 21219,population,9605,1032,2527.2503904216533
21220,6821,123716.15000000082,ZCTA5 21220,population,42652,2196,2900.5943449310894
21221,3435,71861.3400000003,ZCTA5 21221,population,43822,2188,1639.8461959746317
21222,3186,58565.289999999986,ZCTA5 21222,population,60013,2825,975.8767267092128
21223,189,5440.709999999999,ZCTA5 21223,population,20728,1461,262.4811848707063
21224,4252,97096.64000000036,ZCTA5 21224,population,44915,2124,2161.786485583889
21225,1693,20727.42999999996,ZCTA5 21225,population,34872,1646,594.386040376232
21226,355,6695.000000000005,ZCTA5 21226,population,5902,1298,1134.361233480177
21227,1904,36017.46000000001,ZCTA5 21227,population,35052,1827,1027.5436494351252
21228,8380,190287.5699999994,ZCTA5 21228,population,50268,2299,3785.4613272857364
21229,1451,43146.99999999995,ZCTA5 21229,population,44332,2465,973.2698727781275
21230,3292,42890.42000000036,ZCTA5 21230,population,32883,1938,1304.3341544263103
21231,156,11765.870000000004,ZCTA5 21231,population,14780,1104,796.0669824086607
21234,4150,80660.86000000071,ZCTA5 21234,population,66095,2210,1220.377638247987
21236,5367,102116.84000000118,ZCTA5 21236,population,38632,2124,2643.3226340857627
21237,1956,57059.060000000005,ZCTA5 21237,population,30983,1755,1841.6247619662397
21239,410,10179.439999999997,ZCTA5 21239,population,28417,2114,358.21656050955403
21240,1,26.03,ZCTA5 21240,population,0,13,Inf
21241,2,75,NA,NA,NA,NA,NA
21244,549,13203.5,ZCTA5 21244,population,39501,2300,334.25736057315004
21247,7,167.08,NA,NA,NA,NA,NA
21250,2,105.21,ZCTA5 21250,population,2959,570,35.55593105778979
21251,50,1973.96,ZCTA5 21251,population,319,106,6187.962382445141
21252,4,100,ZCTA5 21252,population,4456,247,22.44165170556553
21263,6,84.28,NA,NA,NA,NA,NA
21279,5,73,NA,NA,NA,NA,NA
21284,4,313.29999999999995,NA,NA,NA,NA,NA
21286,3403,97379.96999999994,ZCTA5 21286,population,21142,1217,4605.996121464381
21287,1,1,ZCTA5 21287,population,0,13,Inf
21401,8690,458704.35999999574,ZCTA5 21401,population,40442,1625,11342.27684090786
21402,64,1129.13,ZCTA5 21402,population,2727,511,414.05573890722405
21403,3952,180484.76000000135,ZCTA5 21403,population,32207,1921,5603.898531375209
21404,14,3117.25,NA,NA,NA,NA,NA
21405,107,3649.420000000001,ZCTA5 21405,population,383,140,9528.51174934726
21409,4980,188649.09000000064,ZCTA5 21409,population,20619,1066,9149.284155390691
21412,6,172.66000000000005,NA,NA,NA,NA,NA
21501,5,30,NA,NA,NA,NA,NA
21502,4775,103737.06000000116,ZCTA5 21502,population,41291,828,2512.3407037853567
21505,2,42.14,NA,NA,NA,NA,NA
21520,98,3721.250000000001,ZCTA5 21520,population,2056,423,1809.9464980544751
21521,33,1075.8800000000003,ZCTA5 21521,population,1426,291,754.4740532959329
21522,1,47,NA,NA,NA,NA,NA
21523,7,86.89,ZCTA5 21523,population,133,77,653.3082706766917
21524,20,457.2,ZCTA5 21524,population,740,229,617.8378378378378
21529,57,1045.86,ZCTA5 21529,population,575,181,1818.886956521739
21530,89,1889.75,ZCTA5 21530,population,1783,406,1059.8710039259677
21531,246,7033.79,ZCTA5 21531,population,2014,321,3492.447864945382
21532,2300,30815.46000000011,ZCTA5 21532,population,13229,662,2329.386952906502
21536,814,7843.590000000014,ZCTA5 21536,population,3945,388,1988.2357414448704
21538,29,862.24,ZCTA5 21538,population,571,175,1510.0525394045535
21539,32,1421.7499999999998,ZCTA5 21539,population,2095,289,678.6396181384247
21540,1,21.07,ZCTA5 21540,population,94,65,224.14893617021278
21541,216,9666.629999999996,ZCTA5 21541,population,1682,303,5747.104637336501
21543,280,4508.579999999999,ZCTA5 21543,population,277,136,16276.46209386281
21545,64,1568.5600000000002,ZCTA5 21545,population,1693,259,926.497341996456
21550,1221,35610.61999999992,ZCTA5 21550,population,13640,705,2610.7492668621644
21552,1,1,NA,NA,NA,NA,NA
21555,98,2438.6499999999987,ZCTA5 21555,population,1515,317,1609.6699669966988
21556,2,53.05,NA,NA,NA,NA,NA
21557,69,1298.9399999999994,ZCTA5 21557,population,1782,483,728.9225589225586
21560,40,438.4,ZCTA5 21560,population,0,13,Inf
21561,323,20203.78999999999,ZCTA5 21561,population,2517,391,8026.932856575284
21562,73,1325.5500000000004,ZCTA5 21562,population,3248,573,408.11268472906414
21601,3519,198588.0400000003,ZCTA5 21601,population,23589,768,8418.671414642431
21607,10,253.65,ZCTA5 21607,population,522,231,485.9195402298851
21610,22,612.65,ZCTA5 21610,population,363,94,1687.7410468319558
21612,40,2340.93,ZCTA5 21612,population,557,279,4202.746858168761
21613,1016,25820.179999999946,ZCTA5 21613,population,17945,506,1438.8509334076314
21617,1393,44502.849999999904,ZCTA5 21617,population,10401,813,4278.708778002107
21619,1752,53307.83999999997,ZCTA5 21619,population,5776,636,9229.196675900272
21620,3547,57317.93000000011,ZCTA5 21620,population,13636,712,4203.426958052223
21622,47,1015.8599999999996,ZCTA5 21622,population,348,105,2919.1379310344814
21623,160,11603.930000000004,ZCTA5 21623,population,2187,350,5305.86648376772
21624,2,200,ZCTA5 21624,population,201,123,995.0248756218906
21625,181,6536.09,ZCTA5 21625,population,2329,368,2806.3933018462862
21628,76,1665.3,ZCTA5 21628,population,360,183,4625.833333333333
21629,702,26028.75999999993,ZCTA5 21629,population,9988,505,2606.0032038446066
21631,106,2140.9599999999996,ZCTA5 21631,population,2787,465,768.1951919626837
21632,385,8560.209999999992,ZCTA5 21632,population,6504,482,1316.1454489544883
21634,12,660.53,ZCTA5 21634,population,367,141,1799.809264305177
21635,909,25782.629999999972,ZCTA5 21635,population,1836,373,14042.826797385605
21636,140,3741.630000000001,ZCTA5 21636,population,824,272,4540.813106796118
21638,688,24723.95999999996,ZCTA5 21638,population,5064,606,4882.298578199044
21639,299,4298.609999999999,ZCTA5 21639,population,4734,588,908.0291508238274
21640,21,870.59,ZCTA5 21640,population,1374,338,633.6171761280932
21643,129,3421.1600000000003,ZCTA5 21643,population,5021,515,681.3702449711213
21644,21,1489.06,ZCTA5 21644,population,40,55,37226.5
21645,799,16686.719999999976,ZCTA5 21645,population,1231,367,13555.418359057658
21647,2,1046.02,ZCTA5 21647,population,450,187,2324.488888888889
21648,6,292.18000000000006,ZCTA5 21648,population,181,89,1614.2541436464094
21649,11,251.31,ZCTA5 21649,population,2205,525,113.97278911564626
21650,36,743.2800000000001,ZCTA5 21650,population,308,172,2413.2467532467535
21651,114,4187.79,ZCTA5 21651,population,2346,447,1785.076726342711
21652,6,186.33,ZCTA5 21652,population,143,85,1303.0069930069933
21653,5,115.48,ZCTA5 21653,population,105,64,1099.8095238095239
21654,475,35940.680000000015,ZCTA5 21654,population,1260,263,28524.34920634922
21655,911,15795.929999999988,ZCTA5 21655,population,4753,454,3323.3599831685224
21657,81,4380.89,ZCTA5 21657,population,1437,388,3048.6360473208074
21658,1085,46045.019999999975,ZCTA5 21658,population,3883,420,11858.10455833118
21659,3060,58483.720000000016,ZCTA5 21659,population,1225,346,47741.81224489797
21660,318,8391.409999999993,ZCTA5 21660,population,4100,346,2046.6853658536568
21661,1483,30077.569999999967,ZCTA5 21661,population,2571,314,11698.782574873578
21662,168,15801.980000000009,ZCTA5 21662,population,657,188,24051.719939117214
21663,1221,42010.009999999944,ZCTA5 21663,population,3646,492,11522.218869994498
21664,12,606.3299999999999,ZCTA5 21664,population,642,229,944.4392523364485
21665,55,6186.34,ZCTA5 21665,population,164,86,37721.58536585366
21666,2612,85565.16000000027,ZCTA5 21666,population,14193,955,6028.687381103379
21667,5,207,ZCTA5 21667,population,218,97,949.5412844036697
21668,399,6508.429999999995,ZCTA5 21668,population,1842,339,3533.349619978281
21669,15,1276.6999999999998,ZCTA5 21669,population,186,64,6863.978494623655
21671,57,2785.99,ZCTA5 21671,population,805,219,3460.857142857142
21672,2,46.05,ZCTA5 21672,population,113,86,407.52212389380526
21673,188,8611.570000000002,ZCTA5 21673,population,2793,352,3083.26888650197
21675,1,25,ZCTA5 21675,population,46,29,543.4782608695651
21676,21,710.0500000000001,ZCTA5 21676,population,333,181,2132.2822822822823
21677,128,1134.9900000000007,ZCTA5 21677,population,598,195,1897.9765886287637
21678,43,1922.5899999999997,ZCTA5 21678,population,1685,317,1141.0029673590502
21679,81,2694.7099999999996,ZCTA5 21679,population,255,124,10567.49019607843
21701,6057,114826.3500000018,ZCTA5 21701,population,40787,1700,2815.2683453061463
21702,5174,126991.27000000182,ZCTA5 21702,population,46596,1984,2725.36848656541
21703,2098,67041.95000000004,ZCTA5 21703,population,39606,1671,1692.7220623137919
21704,1240,58343.60999999997,ZCTA5 21704,population,18473,1181,3158.31808585503
21705,33,1493.22,ZCTA5 21705,population,5,8,298644
21710,301,13761.380000000008,ZCTA5 21710,population,4988,719,2758.897353648759
21711,27,898.0700000000002,ZCTA5 21711,population,864,249,1039.4328703703707
21713,1288,40229.73999999996,ZCTA5 21713,population,9999,740,4023.3763376337597
